Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
47,Brentwood,San Francisco Bay,6/10/2018,161,0.29, ,0, ,774,R,8.6, ,81.1, ,49.1, ,66.8, ,71, ,23, ,38, ,40.6, ,6.6, ,159.3, ,71.4, 
47,Brentwood,San Francisco Bay,6/11/2018,162,0.29, ,0, ,777,R,12, ,90.4, ,53.9, ,72.7, ,66, ,26, ,44, ,49.4, ,5, ,119.1, ,73.1, 
47,Brentwood,San Francisco Bay,6/12/2018,163,0.32, ,0, ,777,R,13.4, ,96.6, ,54.7, ,77.4, ,86, ,20, ,42, ,52.4, ,5.2, ,124.9, ,74.8, 
47,Brentwood,San Francisco Bay,6/13/2018,164,0.3, ,0, ,775,R,15, ,96, ,54.3, ,76.1, ,93, ,30, ,49, ,55.3, ,4.5, ,108.3, ,75.7, 
47,Brentwood,San Francisco Bay,6/14/2018,165,0.28, ,0, ,777,R,13.1, ,89.7, ,53.3, ,72.4, ,83, ,31, ,48, ,51.7, ,4.6, ,110.2, ,75.6, 
47,Brentwood,San Francisco Bay,6/15/2018,166,0.27, ,0, ,771,R,12.9, ,83.9, ,52.1, ,66.9, ,99, ,35, ,57, ,51.2, ,5, ,119.5, ,74.1, 
47,Brentwood,San Francisco Bay,6/16/2018,167,0.27, ,0, ,773,R,13.1, ,83.6, ,48.7, ,65.2, ,92, ,40, ,62, ,51.8, ,5.9, ,141.7, ,73.1, 
47,Brentwood,San Francisco Bay,6/17/2018,168,0.25, ,0, ,756,R,12.6, ,80.6, ,54.8, ,66.1, ,76, ,40, ,57, ,50.6, ,5.8, ,139.5, ,73.3, 
47,Brentwood,San Francisco Bay,6/18/2018,169,0.28, ,0.01, ,751,R,13.8, ,87.1, ,52.6, ,70.1, ,94, ,31, ,55, ,53.2, ,5.1, ,122.4, ,72.9, 
47,Brentwood,San Francisco Bay,6/19/2018,170,0.29, ,0, ,762,R,14.9, ,91.9, ,54.2, ,73, ,94, ,31, ,54, ,55.2, ,4.7, ,112.3, ,74, 
47,Brentwood,San Francisco Bay,6/20/2018,171,0.31, ,0, ,794,R,11.8, ,89.6, ,55.3, ,71, ,89, ,17, ,46, ,49, ,5.5, ,132.3, ,74.1, 
47,Brentwood,San Francisco Bay,6/21/2018,172,0.3, ,0, ,794,R,13, ,90.9, ,49.9, ,71.9, ,82, ,29, ,49, ,51.5, ,4.8, ,114.8, ,73.6, 
47,Brentwood,San Francisco Bay,6/22/2018,173,0.31, ,0.01, ,787,R,14.4, ,98.7, ,54.6, ,78, ,90, ,21, ,44, ,54.4, ,4.2, ,100.8, ,74.8, 
47,Brentwood,San Francisco Bay,6/23/2018,174,0.35, ,0, ,776,R,13.5, ,99.5, ,64.5, ,83.6, ,67, ,22, ,34, ,52.6, ,6, ,145, ,76.6, 
47,Brentwood,San Francisco Bay,6/24/2018,175,0.32, ,0, ,762,R,15.7, ,93.1, ,59.3, ,75.1, ,81, ,32, ,53, ,56.6, ,8.1,Y,195.3,Y,76, 
47,Brentwood,San Francisco Bay,6/25/2018,176,0.26, ,0.02, ,762,R,15.6, ,88.8, ,54, ,69.5, ,99, ,39, ,63, ,56.5, ,3.6, ,86.5, ,75.1, 
47,Brentwood,San Francisco Bay,6/26/2018,177,0.3, ,0.01, ,798,R,12.4, ,92, ,52.3, ,71.8, ,92, ,20, ,47, ,50.2, ,4.7, ,113.1, ,74.1, 
47,Brentwood,San Francisco Bay,6/27/2018,178,0.28, ,0, ,786,R,13.5, ,86.7, ,51, ,68.9, ,96, ,28, ,56, ,52.6, ,4.6, ,111.2, ,74, 
47,Brentwood,San Francisco Bay,6/28/2018,179,0.28, ,0, ,770,R,12.8, ,87.2, ,52.4, ,69.6, ,91, ,30, ,52, ,51, ,4.5, ,108, ,74.1, 
47,Brentwood,San Francisco Bay,6/29/2018,180,0.32, ,0, ,765,R,13.6, ,95.6, ,55.2, ,76.3, ,87, ,22, ,44, ,52.7, ,5.4, ,130.7, ,74.2, 
47,Brentwood,San Francisco Bay,6/30/2018,181,0.34, ,0, ,767,R,14, ,101, ,64.5, ,82.9, ,63, ,22, ,36, ,53.6, ,5.8, ,139.6, ,76.1, 
47,Brentwood,San Francisco Bay,7/1/2018,182,0.31, ,0, ,755,R,16.1, ,92.4, ,58, ,75.5, ,92, ,32, ,54, ,57.4, ,6.4, ,154.6, ,76.3, 
47,Brentwood,San Francisco Bay,7/2/2018,183,0.26, ,0, ,654, ,16.1, ,88.3, ,56.6, ,70.5, ,97, ,38, ,63, ,57.4, ,4.9, ,118.1, ,74.2, 
47,Brentwood,San Francisco Bay,7/3/2018,184,0.28, ,0, ,758,R,15.2, ,85.8, ,53.3, ,69.5, ,99, ,39, ,62, ,55.9, ,5, ,120.6, ,73.8, 
47,Brentwood,San Francisco Bay,7/4/2018,185,0.26, ,0, ,769,R,14.2, ,78.5, ,52.3, ,65.8, ,98, ,48, ,66, ,54, ,6, ,143.2, ,73, 
47,Brentwood,San Francisco Bay,7/5/2018,186,0.28, ,0, ,777,R,14.3, ,89.5, ,51, ,71.2, ,99, ,29, ,55, ,54.1, ,5.2, ,124.5, ,73.1, 
47,Brentwood,San Francisco Bay,7/6/2018,187,0.28, ,0.01, ,604, ,13.4, ,93.2, ,63.7, ,77.7, ,73, ,19, ,41, ,52.3, ,5.8, ,139.5, ,74.6, 
47,Brentwood,San Francisco Bay,7/7/2018,188,0.33, ,0, ,741, ,11.8, ,94, ,60.1, ,78.6, ,75, ,11, ,35, ,48.9, ,5.9, ,142.2, ,74.9, 
47,Brentwood,San Francisco Bay,7/8/2018,189,0.31, ,0.05, ,773,R,11, ,96.2, ,56.1, ,76.6, ,84, ,13, ,35, ,47.1, ,4.2, ,101.2, ,75.1, 
47,Brentwood,San Francisco Bay,7/9/2018,190,0.35, ,0.02, ,770,R,9.9, ,98.1, ,56.4, ,79.9, ,66, ,15, ,28, ,44.2, ,6.2, ,147.9, ,74, 
47,Brentwood,San Francisco Bay,7/10/2018,191,0.33, ,0.02, ,767,R,12, ,97.1, ,62.4, ,79.4, ,56, ,23, ,35, ,49.4, ,6, ,144.1, ,74.8, 
47,Brentwood,San Francisco Bay,7/11/2018,192,0.3, ,0, ,761,R,14.4, ,93.7, ,56.5, ,76.3, ,94, ,27, ,47, ,54.4, ,5.2, ,123.6, ,75.1, 
47,Brentwood,San Francisco Bay,7/12/2018,193,0.3, ,0, ,714, ,15.9, ,91.8, ,59.5, ,75.8, ,91, ,33, ,52, ,57.1, ,6.7, ,160.6, ,75.3, 
47,Brentwood,San Francisco Bay,7/13/2018,194,0.28, ,0, ,610, ,15.6, ,93.7, ,67.9,Y,79.5, ,64, ,29, ,45, ,56.5, ,6.1, ,147.5, ,76, 
47,Brentwood,San Francisco Bay,7/14/2018,195,0.32, ,0, ,722, ,14.6, ,96.4, ,64.2, ,80.5, ,67, ,27, ,41, ,54.8, ,6.3, ,150, ,76.7, 
47,Brentwood,San Francisco Bay,7/15/2018,196,0.29, ,0.01, ,752,R,14.6, ,96.2, ,58.4, ,75.7, ,89, ,25, ,48, ,54.8, ,4.5, ,107.2, ,76.9, 
47,Brentwood,San Francisco Bay,7/16/2018,197,0.29, ,0.01, ,753,R,14.8, ,97.8, ,56, ,76.1, ,89, ,25, ,48, ,55.1, ,4.7, ,113, ,75.5, 
47,Brentwood,San Francisco Bay,7/17/2018,198,0.29, ,0.01, ,771,R,15, ,98.3, ,55.8, ,76.7, ,94, ,22, ,48, ,55.5, ,4.2, ,100.7, ,75.2, 
47,Brentwood,San Francisco Bay,7/18/2018,199,0.28, ,0, ,731,R,17.8, ,98.2, ,57.7, ,77.8, ,99, ,32, ,55, ,60.1, ,4.4, ,105.3, ,75.8, 
47,Brentwood,San Francisco Bay,7/19/2018,200,0.28, ,0, ,733,R,16.5, ,97.3, ,59.1, ,76.4, ,98, ,25, ,53, ,58.1, ,4.9, ,117.7, ,76.2, 
47,Brentwood,San Francisco Bay,7/20/2018,201,0.28, ,0, ,696, ,17.8, ,91.5, ,58, ,74.5, ,97, ,41, ,61, ,60.2, ,6.4, ,153.6, ,75.3, 
47,Brentwood,San Francisco Bay,7/21/2018,202,0.3, ,0, ,674, ,14.1, ,94.5, ,63.1, ,78, ,83, ,24, ,43, ,53.7, ,6.5, ,156.9, ,76.2, 
47,Brentwood,San Francisco Bay,7/22/2018,203,0.29, ,0, ,707, ,15.7, ,96.6, ,62.3, ,78.2, ,83, ,27, ,48, ,56.6, ,5.4, ,129.7, ,76.7, 
47,Brentwood,San Francisco Bay,7/23/2018,204,0.3, ,0, ,718, ,16.9, ,98.4, ,63.2, ,79.5, ,85, ,28, ,49, ,58.8, ,5.1, ,122.4, ,77.1, 
47,Brentwood,San Francisco Bay,7/24/2018,205,0.32, ,0, ,728,R,15.8, ,99.4, ,60.2, ,80.3, ,91, ,22, ,45, ,56.8, ,5.6, ,135.5, ,76.6, 
47,Brentwood,San Francisco Bay,7/25/2018,206,0.35, ,0, ,730,R,13.6, ,102.5, ,62, ,82, ,84, ,13, ,36, ,52.7, ,6.4, ,152.5, ,76.4, 
47,Brentwood,San Francisco Bay,7/26/2018,207,0.28, ,0, ,711, ,16.3, ,103.5, ,60.6, ,79.9, ,87, ,21, ,47, ,57.8, ,3.7, ,89.4, ,77.2, 
47,Brentwood,San Francisco Bay,7/27/2018,208,0.28, ,0, ,727,R,15.7, ,99.8, ,58, ,76.6, ,95, ,19, ,50, ,56.7, ,3.9, ,93.4, ,76.6, 
47,Brentwood,San Francisco Bay,7/28/2018,209,0.25, ,0, ,672, ,17.2, ,99, ,58.4, ,75.8, ,94, ,30, ,56, ,59.2, ,3.3, ,80.1, ,76.5, 
47,Brentwood,San Francisco Bay,7/29/2018,210,0.22, ,0.01, ,594, ,15.5, ,96.8, ,58.6, ,75.2, ,89, ,23, ,52, ,56.3, ,3.2, ,77.8, ,75.8, 
47,Brentwood,San Francisco Bay,7/30/2018,211,0.25, ,0.01, ,633, ,16, ,101, ,58.3, ,76.7, ,92, ,23, ,51, ,57.2, ,3.4, ,82.3, ,75.5, 
47,Brentwood,San Francisco Bay,7/31/2018,212,0.27, ,0, ,672, ,15.6, ,98.3, ,57.9, ,76.5, ,93, ,23, ,50, ,56.5, ,4.3, ,102.1, ,75.3, 
47,Brentwood,San Francisco Bay,8/1/2018,213,0.27, ,0, ,714,R,13.7, ,97.7, ,56, ,75.5, ,88, ,16, ,45, ,52.9, ,4.3, ,103.2, ,75, 
47,Brentwood,San Francisco Bay,8/2/2018,214,0.27, ,0, ,713,R,13.3, ,97.1, ,56.1, ,75, ,87, ,20, ,45, ,52.1, ,4.2, ,101.6, ,74.8, 
47,Brentwood,San Francisco Bay,8/3/2018,215,0.26, ,0, ,663, ,14, ,96, ,52.9, ,74.7, ,94, ,26, ,47, ,53.5, ,4.2, ,100.8, ,73.6, 
47,Brentwood,San Francisco Bay,8/4/2018,216,0.33, ,0, ,682, ,10.7, ,98.4, ,60, ,79.4, ,70, ,12, ,31, ,46.3, ,6.9, ,164.6, ,73.5, 
47,Brentwood,San Francisco Bay,8/5/2018,217,0.27, ,0, ,663, ,12.2, ,94.6, ,54.4, ,74.4, ,85, ,16, ,42, ,49.7, ,5, ,120.9, ,73.4, 
47,Brentwood,San Francisco Bay,8/6/2018,218,0.29, ,0, ,636, ,10.9, ,99, ,56.9, ,77.4, ,70, ,13, ,34, ,46.7, ,5.1, ,123.1, ,72.5, 
47,Brentwood,San Francisco Bay,8/7/2018,219,0.23, ,0, ,568, ,13.9, ,94.4, ,57.3, ,74.2, ,91, ,22, ,48, ,53.4, ,3.1, ,75.4, ,72.9, 
47,Brentwood,San Francisco Bay,8/8/2018,220,0.25, ,0, ,625, ,15.6, ,94.3, ,57.2, ,74.6, ,90, ,28, ,53, ,56.6, ,4, ,96.4, ,73.2, 
47,Brentwood,San Francisco Bay,8/9/2018,221,0.27, ,0, ,660, ,15.3, ,101, ,57.7, ,78, ,96, ,19, ,47, ,56, ,4.3, ,103.9, ,74, 
47,Brentwood,San Francisco Bay,8/10/2018,222,0.32, ,0, ,661, ,13.6, ,101.7, ,57.2, ,79.9, ,95, ,17, ,39, ,52.7, ,6.4, ,153.2, ,73.9, 
47,Brentwood,San Francisco Bay,8/11/2018,223,0.29, ,0, ,665, ,11.8, ,101.5, ,62.3, ,80.9, ,69, ,11, ,33, ,48.9, ,4.7, ,113.1, ,75.1, 
47,Brentwood,San Francisco Bay,8/12/2018,224,0.27, ,0, ,659, ,12.9, ,97.3, ,57.9, ,77.1, ,84, ,13, ,41, ,51.4, ,4.6, ,110.9, ,74.5, 
47,Brentwood,San Francisco Bay,8/13/2018,225,0.26, ,0, ,659, ,14.1, ,94.7, ,57.1, ,73.9, ,91, ,17, ,49, ,53.6, ,4.7, ,113.6, ,73.2, 
47,Brentwood,San Francisco Bay,8/14/2018,226,0.24, ,0, ,656, ,14.8, ,86.5, ,56.8, ,70.1, ,98, ,32, ,59, ,55.1, ,4.2, ,99.8, ,72.8, 
47,Brentwood,San Francisco Bay,8/15/2018,227,0.24, ,0, ,655, ,14.8, ,88.5, ,55.1, ,70.6, ,99, ,27, ,58, ,55.1, ,4, ,96.6, ,72.5, 
47,Brentwood,San Francisco Bay,8/16/2018,228,0.26, ,0, ,647, ,14.8, ,94, ,56.5, ,74.3, ,97, ,25, ,51, ,55, ,4.9, ,117.6, ,73.2, 
47,Brentwood,San Francisco Bay,8/17/2018,229,0.28, ,0, ,656, ,11.8, ,98.5, ,57.5, ,77, ,86, ,12, ,37, ,49, ,5.6, ,134.4, ,73.2, 
47,Brentwood,San Francisco Bay,8/18/2018,230,0.3, ,0, ,664,R,11.3, ,100.2, ,54.2, ,76.9, ,77, ,13, ,36, ,47.7, ,5.4, ,129.4, ,72.6, 
47,Brentwood,San Francisco Bay,8/19/2018,231,0.26, ,0, ,659,R,13.5, ,96, ,52.8, ,74.2, ,92, ,20, ,47, ,52.5, ,4.5, ,106.8, ,72.6, 
47,Brentwood,San Francisco Bay,8/20/2018,232,0.24, ,0, ,653,R,14.3, ,91.2, ,52.2, ,71, ,92, ,27, ,55, ,54.1, ,4.6, ,110.5, ,72, 
47,Brentwood,San Francisco Bay,8/21/2018,233,0.22, ,0, ,618, ,14.5, ,83.9, ,51.6, ,66.1, ,99, ,42, ,66, ,54.6, ,5.2, ,125.8, ,71, 
47,Brentwood,San Francisco Bay,8/22/2018,234,0.23, ,0, ,615, ,14.8, ,85.2, ,52.5, ,68.6, ,95, ,40, ,62, ,55.1, ,5.8, ,140.1, ,70.6, 
47,Brentwood,San Francisco Bay,8/23/2018,235,0.23, ,0, ,601, ,13.8, ,85.1, ,51.7, ,67.9, ,97, ,35, ,59, ,53.1, ,5.6, ,133.5, ,70.3, 
47,Brentwood,San Francisco Bay,8/24/2018,236,0.21, ,0, ,588, ,13.9, ,83.2, ,50.3, ,66.3, ,94, ,42, ,63, ,53.4, ,4.3, ,102.5, ,69.7, 
47,Brentwood,San Francisco Bay,8/25/2018,237,0.22, ,0, ,582, ,13.1, ,87.5, ,51.3, ,68.7, ,93, ,31, ,55, ,51.8, ,4.7, ,113.6, ,69.7, 
47,Brentwood,San Francisco Bay,8/26/2018,238,0.24, ,0, ,657,R,11.9, ,86.4, ,47.8, ,67.2, ,94, ,20, ,52, ,49.1, ,5, ,119.2, ,69.3, 
47,Brentwood,San Francisco Bay,8/27/2018,239,0.22, ,0, ,616, ,14.7, ,80.8, ,53.3, ,67.1, ,98, ,47, ,65, ,54.9, ,5.3, ,127.6, ,69.1, 
47,Brentwood,San Francisco Bay,8/28/2018,240,0.22, ,0, ,618, ,14.3, ,81.2, ,53.8, ,67, ,99, ,41, ,63, ,54.1, ,5.9, ,141.7, ,69.2, 
47,Brentwood,San Francisco Bay,8/29/2018,241,0.24, ,0, ,622,R,13.5, ,81.1, ,53.3, ,67.9, ,85, ,41, ,58, ,52.6, ,7.8,Y,187.7,Y,69.1, 
47,Brentwood,San Francisco Bay,8/30/2018,242,0.22, ,0, ,589, ,13.8, ,79.3, ,53.1, ,67.5, ,94, ,42, ,60, ,53.2, ,6.2, ,149.9, ,69.3, 
47,Brentwood,San Francisco Bay,8/31/2018,243,0.23, ,0, ,606, ,14, ,88.3, ,52.7, ,70.1, ,98, ,32, ,56, ,53.6, ,4.6, ,111.2, ,69.6, 
47,Brentwood,San Francisco Bay,9/1/2018,244,0.23, ,0, ,586, ,13, ,92.8, ,54.3, ,74, ,80, ,25, ,45, ,51.5, ,4.3, ,102.8, ,70.8, 
47,Brentwood,San Francisco Bay,9/2/2018,245,0.24, ,0, ,590, ,14, ,94.9, ,55.3, ,74.8, ,87, ,26, ,47, ,53.5, ,4.8, ,114.2, ,71.1, 
47,Brentwood,San Francisco Bay,9/3/2018,246,0.23, ,0, ,582, ,13.9, ,91.9, ,54.2, ,71.3, ,86, ,29, ,53, ,53.4, ,4.6, ,110.4, ,70.2, 
47,Brentwood,San Francisco Bay,9/4/2018,247,0.22, ,0, ,587, ,14.4, ,90.4, ,53.5, ,70.9, ,90, ,32, ,56, ,54.4, ,4.7, ,113.8, ,69.8, 
47,Brentwood,San Francisco Bay,9/5/2018,248,0.22, ,0, ,589, ,14.6, ,85.6, ,54.7, ,69.2, ,90, ,38, ,60, ,54.8, ,6.7, ,159.9, ,69.8, 
47,Brentwood,San Francisco Bay,9/6/2018,249,0.21, ,0, ,593,R,13.9, ,92.2, ,50.7, ,69.9, ,97, ,27, ,56, ,53.4, ,4.3, ,102.2, ,69.6, 
47,Brentwood,San Francisco Bay,9/7/2018,250,0.24, ,0, ,601,R,13.5, ,95.9, ,53.8, ,74.7, ,91, ,21, ,46, ,52.6, ,5, ,120.4, ,70.4, 
47,Brentwood,San Francisco Bay,9/8/2018,251,0.26, ,0, ,608,R,10.4, ,96.5, ,54.3, ,75.3, ,81, ,13, ,35, ,45.7, ,5.3, ,128, ,70.4, 
47,Brentwood,San Francisco Bay,9/9/2018,252,0.23, ,0, ,595,R,11.2, ,95, ,50.8, ,72.1, ,70, ,20, ,42, ,47.5, ,4.4, ,106.4, ,69.5, 
47,Brentwood,San Francisco Bay,9/10/2018,253,0.23, ,0, ,593,R,11.5, ,93.2, ,51.1, ,72.4, ,80, ,20, ,42, ,48.1, ,5, ,118.9, ,68.7, 
47,Brentwood,San Francisco Bay,9/11/2018,254,0.22, ,0, ,589,R,9.2, ,92.7, ,50.3, ,73.1, ,75, ,12, ,33, ,42.2, ,4.4, ,105.9, ,68.7, 
47,Brentwood,San Francisco Bay,9/12/2018,255,0.23, ,0, ,501, ,10, ,81.2, ,58.5, ,68.5, ,66, ,28, ,42, ,44.4, ,8,Y,193.2,Y,68.1, 
47,Brentwood,San Francisco Bay,9/13/2018,256,0.2, ,0, ,570,R,11.3, ,82, ,55.9, ,67.6, ,73, ,27, ,49, ,47.8, ,6.3, ,151.3, ,68.8, 
47,Brentwood,San Francisco Bay,9/14/2018,257,0.21, ,0, ,554, ,10.3, ,82.2, ,48.7, ,66.8, ,85, ,25, ,46, ,45.3, ,5.9, ,140.8, ,67.7, 
47,Brentwood,San Francisco Bay,9/15/2018,258,0.21, ,0, ,576,R,10.3, ,79.1, ,53.4, ,65.6, ,72, ,26, ,48, ,45.4, ,7, ,168, ,67.4, 
47,Brentwood,San Francisco Bay,9/16/2018,259,0.21, ,0, ,573,R,10.9, ,82.6, ,48.7, ,66.1, ,82, ,25, ,50, ,46.9, ,6.5, ,155.7, ,66.5, 
47,Brentwood,San Francisco Bay,9/17/2018,260,0.19, ,0, ,559,R,11.6, ,83.5, ,46.6, ,65.1, ,89, ,27, ,55, ,48.5, ,5.3, ,126.4, ,66, 
47,Brentwood,San Francisco Bay,9/18/2018,261,0.19, ,0, ,561,R,11.5, ,81.5, ,45.8, ,64.4, ,92, ,31, ,56, ,48.1, ,4.7, ,112, ,65.2, 
47,Brentwood,San Francisco Bay,9/19/2018,262,0.21, ,0, ,544,R,11.1, ,89, ,48.9, ,69.2, ,88, ,20, ,46, ,47.4, ,5.1, ,122.2, ,65.7, 
47,Brentwood,San Francisco Bay,9/20/2018,263,0.22, ,0, ,545,R,8,Y,92.7, ,57.1, ,74.8, ,52, ,13, ,27,Y,38.7,Y,4.4, ,105.9, ,66.7, 
47,Brentwood,San Francisco Bay,9/21/2018,264,0.22, ,0, ,531,R,8.7, ,93.6, ,51.3, ,73.1, ,56, ,15, ,31, ,41, ,4.7, ,113.8, ,66.6, 
47,Brentwood,San Francisco Bay,9/22/2018,265,0.21, ,0, ,522,R,10.1, ,91.8, ,49.9, ,71.1, ,63, ,20, ,39, ,44.7, ,4.5, ,107.1, ,67.1, 
47,Brentwood,San Francisco Bay,9/23/2018,266,0.21, ,0, ,531,R,10.1, ,90.6, ,50.1, ,70.5, ,71, ,21, ,40, ,44.8, ,4.6, ,111.3, ,67, 
47,Brentwood,San Francisco Bay,9/24/2018,267,0.21, ,0, ,526,R,8.7, ,93.6, ,49.2, ,71.5, ,83, ,13, ,33, ,40.8, ,4.9, ,118.6, ,65.6, 
47,Brentwood,San Francisco Bay,9/25/2018,268,0.21, ,0, ,513,R,9.2, ,93.7, ,52.5, ,72.4, ,71, ,15, ,34, ,42.3, ,5, ,119.2, ,65.5, 
47,Brentwood,San Francisco Bay,9/26/2018,269,0.19, ,0, ,486, ,10.1, ,96.9, ,53, ,73.6, ,74, ,14, ,36, ,44.9, ,3.6, ,85.3, ,66.6, 
47,Brentwood,San Francisco Bay,9/27/2018,270,0.19, ,0, ,472, ,12.2, ,94.6, ,53.9, ,72.5, ,82, ,17, ,45, ,49.9, ,4.3, ,104.2, ,67.3, 
47,Brentwood,San Francisco Bay,9/28/2018,271,0.18, ,0, ,466, ,12.8, ,84.7, ,51.8, ,66.1, ,97, ,35, ,58, ,51.1, ,6.4, ,153.8, ,66.8, 
47,Brentwood,San Francisco Bay,9/29/2018,272,0.13, ,0, ,370, ,13.8, ,78.3, ,55.7, ,65.7, ,89, ,44, ,64, ,53.2, ,6.1, ,147, ,66.6, 
47,Brentwood,San Francisco Bay,9/30/2018,273,0.15, ,0, ,412, ,14.4, ,81.1, ,54.4, ,68.1, ,96, ,43, ,61, ,54.3, ,3.8, ,90.3, ,67.3, 
47,Brentwood,San Francisco Bay,10/1/2018,274,0.13, ,0, ,331, ,13.3, ,81.5, ,55.5, ,69.2, ,79, ,39, ,54, ,52.1, ,4, ,94.9, ,67.6, 
47,Brentwood,San Francisco Bay,10/2/2018,275,0.17, ,0, ,417, ,16.1, ,85.9, ,65.1,Y,73.5, ,80, ,39, ,57, ,57.3, ,5.8, ,140.1, ,69, 
47,Brentwood,San Francisco Bay,10/3/2018,276,0.1, ,0.03, ,270, ,18.2,Y,81.2, ,62.7,Y,69.6, ,99, ,51, ,74,Y,60.8,Y,4.4, ,105.7, ,69, 
47,Brentwood,San Francisco Bay,10/4/2018,277,0.14, ,0, ,430, ,15.7, ,77.2, ,55.7, ,66, ,99, ,47, ,72, ,56.7, ,5.3, ,126.3, ,68.1, 
47,Brentwood,San Francisco Bay,10/5/2018,278,0.16, ,0, ,445, ,12.7, ,79.8, ,50.5, ,65.3, ,84, ,39, ,59, ,50.9, ,5.2, ,123.9, ,65.9, 
47,Brentwood,San Francisco Bay,10/6/2018,279,0.22, ,0, ,457, ,10.9, ,81.9, ,56.1, ,70, ,69, ,24, ,43, ,46.8, ,8.9, ,214.4, ,65.8, 
47,Brentwood,San Francisco Bay,10/7/2018,280,0.31, ,0, ,479,R,7.3, ,82.3, ,62.4,Y,71.3, ,45, ,16, ,28, ,36.4, ,14.7,R,353.3,R,64.7, 
47,Brentwood,San Francisco Bay,10/8/2018,281,0.22, ,0, ,465,R,7.4, ,84.6, ,52.4, ,70.4, ,45, ,17, ,29, ,36.8, ,6.9, ,164.4, ,64.3, 
47,Brentwood,San Francisco Bay,10/9/2018,282,0.18, ,0, ,453,R,10.9, ,86.6, ,53.3, ,68, ,81, ,30, ,47, ,46.9, ,6.2, ,149.3, ,64.4, 
47,Brentwood,San Francisco Bay,10/10/2018,283,0.15, ,0, ,445,R,11.7, ,77.3, ,48.6, ,62.5, ,87, ,39, ,60, ,48.6, ,5.5, ,133.1, ,63.9, 
47,Brentwood,San Francisco Bay,10/11/2018,284,0.14, ,0, ,433, ,11.5, ,77, ,49.2, ,63.4, ,89, ,37, ,58, ,48.3, ,4.2, ,100.2, ,63.9, 
47,Brentwood,San Francisco Bay,10/12/2018,285,0.19, ,0, ,443,R,8.2, ,86.9, ,51.4, ,68.8, ,74, ,17, ,34, ,39.3, ,5.5, ,132.5, ,63.5, 
47,Brentwood,San Francisco Bay,10/13/2018,286,0.18, ,0, ,449,R,8, ,87.1, ,50.2, ,67.1, ,61, ,15, ,35, ,38.8, ,5.1, ,123.1, ,63.3, 
47,Brentwood,San Francisco Bay,10/14/2018,287,0.22, ,0, ,449,R,6.5, ,82.8, ,47.7, ,66.1, ,82, ,11, ,30, ,33.5, ,8.7,Y,207.7,Y,62.2, 
47,Brentwood,San Francisco Bay,10/15/2018,288,0.2, ,0, ,455,R,3.7,Y,83.1, ,53.2, ,66.3, ,26, ,9, ,17,Y,20.1,Y,6.6, ,159.1, ,61.7, 
47,Brentwood,San Francisco Bay,10/16/2018,289,0.17, ,0, ,442,R,5.1,Y,85.2, ,43.3, ,64.1, ,45, ,12, ,25,Y,27.8,Y,4.3, ,102.6, ,60.2, 
47,Brentwood,San Francisco Bay,10/17/2018,290,0.14, ,0, ,421,R,7.9, ,83.9, ,44, ,61.9, ,69, ,20, ,42, ,38.5, ,3.1, ,74.8, ,60.5, 
47,Brentwood,San Francisco Bay,10/18/2018,291,0.13, ,0, ,416,R,8.5, ,83.4, ,44, ,62.9, ,78, ,23, ,44, ,40.4, ,3.2, ,76.8, ,60.8, 
47,Brentwood,San Francisco Bay,10/19/2018,292,0.14, ,0, ,415,R,8.4, ,86.2, ,45.4, ,65, ,72, ,19, ,40, ,39.9, ,3.5, ,85, ,61, 
47,Brentwood,San Francisco Bay,10/20/2018,293,0.13, ,0, ,408,R,8.5, ,87.3, ,46.7, ,64.7, ,64, ,21, ,41, ,40.4, ,2.9, ,70.3, ,61.7, 
47,Brentwood,San Francisco Bay,10/21/2018,294,0.14, ,0, ,403,R,10.8, ,81.1, ,44.2, ,61.6, ,83, ,31, ,58, ,46.7, ,5.3, ,126.8, ,60.7, 
47,Brentwood,San Francisco Bay,10/22/2018,295,0.12, ,0, ,400,R,10.9, ,79.5, ,42.9, ,60.4, ,87, ,37, ,61, ,46.7, ,4, ,97, ,60.1, 
47,Brentwood,San Francisco Bay,10/23/2018,296,0.11, ,0, ,354, ,10.3, ,72.2, ,42.6, ,57.2, ,87, ,47, ,64, ,45.3, ,4.6, ,111.4, ,58.8, 
47,Brentwood,San Francisco Bay,10/24/2018,297,0.12, ,0, ,376, ,10.7, ,81.2, ,44.7, ,61.9, ,81, ,30, ,56, ,46.2, ,3.9, ,93, ,59.2, 
47,Brentwood,San Francisco Bay,10/25/2018,298,0.13, ,0, ,384,R,11.1, ,83.8, ,49.6, ,65, ,93, ,28, ,53, ,47.3, ,3.7, ,89.5, ,60.7, 
47,Brentwood,San Francisco Bay,10/26/2018,299,0.12, ,0, ,358, ,11.1, ,85.2, ,47.6, ,65.6, ,83, ,29, ,52, ,47.3, ,2.8, ,68.3, ,61.4, 
